"","V1","V2","V3","V4"
"13395",11234,19156,11587,11555
"13396",3917,3980,4085,4255
"13397",4530,18200,18109,4354
"13398",18413,5453,18435,18385
"13399",17957,17894,3701,3966
"13400",952,924,24885,21824
"13401",3966,3659,3741,3388
"13402",18113,18071,3966,17979
"13403",4479,18113,3966,17979
"13404",18113,4479,3966,18071
"13405",3312,17678,3235,17803
"13406",3312,3701,3235,3734
"13407",3270,3865,3953,3631
"13408",4354,17957,3701,3966
"13409",3701,3659,3235,3734
"13410",3741,3865,3631,3733
"13411",3741,3270,3631,3865
"13412",4052,4732,4175,4704
"13413",22927,1548,23490,22943
"13414",4184,18035,4671,4464
"13415",2731,2741,22988,21449
"13416",22424,21232,23194,22529
"13417",23015,22174,24856,23403
"13418",21351,22805,23262,22940
"13419",2480,2781,2698,3008
"13420",3646,3949,4093,3838
"13421",17894,3966,3388,3235
"13422",3966,3388,3741,3815
"13423",3659,3388,3733,3741
"13424",3270,3802,3865,3815
"13425",3312,17803,3235,3701
"13426",4344,3838,4093,4175
"13427",4108,18078,3815,17945
"13428",4108,4147,3815,4479
"13429",22658,23992,24773,24048
"13430",4479,4147,3815,3966
"13431",3966,3659,3235,3701
"13432",17894,3966,3235,3701
"13433",17848,17894,3235,3701
"13434",2397,17508,17586,17418
"13435",17596,17646,17532,2865
"13436",17894,3966,3815,3388
"13437",17875,17894,3815,3388
"13438",18078,4479,3815,17979
"13439",22274,22646,24470,22708
"13440",3388,3270,3631,3741
"13441",17894,17875,3815,17979
"13442",3802,4108,3815,17945
"13443",17945,18078,3815,17979
"13444",17875,17945,3815,17979
"13445",17979,4479,3815,3966
"13446",14504,14343,24776,23987
"13447",2997,2945,2698,3008
"13448",13457,21308,22965,22537
"13449",17484,2731,22988,21449
"13450",18146,18250,5050,18293
"13451",3457,3270,3953,3631
"13452",21449,2741,22988,22125
"13453",5557,18397,5146,18289
"13454",10981,11109,21184,10941
"13455",8430,7117,8268,8466
"13456",3431,3189,3119,3108
"13457",3270,3457,3263,3631
"13458",3457,3270,3263,3034
"13459",69,229,21496,136
"13460",3285,3679,3395,3760
"13461",3021,2804,2551,3114
"13462",17650,17534,2848,17687
"13463",5314,6490,23759,6875
"13464",3505,3263,3524,3395
"13465",3760,3505,3524,3395
"13466",21661,21227,23167,21689
"13467",22055,9146,22510,22113
"13468",3838,3949,4093,4175
"13469",6427,6304,21368,6289
"13470",874,22643,24529,22954
"13471",3919,4036,3644,4206
"13472",3988,3814,3644,3609
"13473",11336,11404,21502,11369
"13474",4872,4916,4771,5087
"13475",4886,5029,4771,4918
"13476",4052,4560,4704,4344
"13477",3949,3538,4175,3838
"13478",9861,9917,23348,9939
"13479",4560,4732,4704,4906
"13480",3919,4374,4206,4492
"13481",4052,4732,4704,4560
"13482",5469,5060,5494,4947
"13483",9088,9069,24691,22188
"13484",4966,5192,5249,5416
"13485",3082,2997,2698,3008
"13486",466,467,21899,470
"13487",3963,4459,4233,4106
"13488",3919,4036,4206,4374
"13489",2816,2480,2698,3008
"13490",21464,21424,22835,22436
"13491",4567,4565,4771,4886
"13492",13096,13109,21617,21166
"13493",14833,14875,22861,14631
"13494",14522,14833,22861,14631
"13495",14226,14522,22861,21473
"13496",21473,14416,22861,21474
"13497",5145,5087,4771,4918
"13498",5029,5145,4771,4918
"13499",14631,14875,22861,14606
"13500",14833,14522,22861,14717
"13501",14416,14631,22861,14606
"13502",14522,14226,22861,21316
"13503",4759,5089,5280,18358
"13504",21381,22022,22867,22090
"13505",22931,22255,24896,23541
"13506",21308,13182,23172,22268
"13507",17518,2350,17535,17626
"13508",24583,1991,24713,24651
"13509",4178,4328,4675,4464
"13510",210,225,22543,17145
"13511",7982,7980,23297,7896
"13512",17858,17932,4178,18035
"13513",4269,3919,4206,4492
"13514",13217,22707,24849,23548
"13515",6204,6274,21440,6232
"13516",6272,6180,23402,6169
"13517",13348,13380,24272,13339
"13518",9310,9186,22863,9391
"13519",5422,5171,23746,23726
"13520",8956,8966,22797,8995
"13521",13546,12799,24084,22735
"13522",12517,19341,21938,13515
"13523",937,923,24885,21824
"13524",21003,4671,18136,18128
"13525",22953,24201,24745,24524
"13526",3814,3609,3353,3644
"13527",17793,3635,17731,3849
"13528",13237,13253,23172,13182
"13529",22544,10367,24285,24151
"13530",68,246,23471,17005
"13531",1995,650,23451,1762
"13532",6862,5317,22865,6393
"13533",18009,4286,4079,4432
"13534",3728,3312,17878,3196
"13535",18009,3728,17940,17878
"13536",17698,17726,22996,3193
"13537",3524,3263,3114,3021
"13538",3217,2957,17581,17765
"13539",21099,11060,24589,24463
"13540",18146,18108,4633,18037
"13541",390,22448,24431,23067
"13542",21313,21521,23023,23016
"13543",17410,17534,2587,2731
"13544",17319,17304,2339,17255
"13545",7980,7982,23297,7921
"13546",3728,3196,17878,3635
"13547",3312,17733,17878,3196
"13548",4740,18161,18247,18206
"13549",6551,6481,21423,6623
"13550",10663,10608,24705,10507
"13551",2310,2141,17468,17515
"13552",18108,18107,18161,4740
"13553",1584,2141,17468,2043
"13554",17733,17878,17687,17793
"13555",3728,3312,17843,17878
"13556",18146,18108,18161,4740
"13557",17803,17907,17913,3701
"13558",911,17248,17367,17252
"13559",12226,21255,24284,23179
"13560",4421,4432,4633,18037
"13561",7432,18709,18572,18770
"13562",11120,19089,18871,9684
"13563",8465,7551,7423,8331
"13564",3628,18000,4254,18066
"13565",14447,14699,21474,14406
"13566",17889,17998,18028,4184
"13567",17441,17373,21472,17402
"13568",4178,3633,3917,3532
"13569",4828,4997,18128,18203
"13570",3984,4165,3892,4251
"13571",9995,10059,25007,10142
"13572",17534,17463,2848,17636
"13573",2962,17767,17692,3014
"13574",2962,3014,17692,17608
"13575",9878,9840,23360,23353
"13576",18553,6876,5692,18403
"13577",4244,4198,4077,4183
"13578",2687,2307,2422,2178
"13579",17858,3633,3532,3217
"13580",11404,11336,21502,11372
"13581",4591,4752,18154,18161
"13582",17835,17925,3849,17889
"13583",17822,17835,3849,17889
"13584",17878,17925,3849,17793
"13585",3635,17878,3849,17793
"13586",17925,17835,3849,17793
"13587",17835,17793,17731,3849
"13588",17482,17575,17427,2617
"13589",10985,10952,22720,22097
"13590",5187,5146,18261,5017
"13591",4671,4828,4857,18128
"13592",7609,7644,24195,7679
"13593",13664,13867,23987,12585
"13594",18035,4464,18128,4671
"13595",4591,4752,4648,18154
"13596",4432,18009,18037,4079
"13597",7658,7625,24735,7673
"13598",7551,7381,7423,8331
"13599",18108,4421,4633,18037
"13600",5116,18247,5050,18293
"13601",4432,18146,4633,18037
"13602",7554,7547,22460,7516
"13603",4184,17998,18136,18035
"13604",4421,4184,4671,4464
"13605",10704,10631,23820,10536
"13606",4752,18154,18261,20962
"13607",802,814,22386,22344
"13608",18154,4752,4648,20962
"13609",17998,4184,18136,4421
"13610",22893,23962,24681,24576
"13611",10012,9918,24129,9956
"13612",4828,21003,4648,18203
"13613",4999,5153,4651,5179
"13614",2618,2677,3272,3129
"13615",17750,17701,21499,17783
"13616",5764,6008,23354,22173
"13617",4591,4752,18161,4740
"13618",4671,21003,4648,4828
"13619",18107,17998,18136,4421
"13620",18107,4421,18136,4591
"13621",4591,4671,18136,4648
"13622",4421,4671,18136,4591
"13623",4997,4828,5017,18203
"13624",12531,13886,21482,13638
"13625",4184,18035,18136,4671
"13626",22083,9023,23994,22099
"13627",3849,17925,4079,4155
"13628",17878,17925,4079,3849
"13629",22491,21381,22867,22645
"13630",19699,19634,24729,19773
"13631",18107,4591,18154,18161
"13632",17998,18107,18028,4421
"13633",14416,14447,21473,13952
"13634",13952,14226,21473,14247
"13635",3635,3728,4079,17878
"13636",18039,17964,3882,3906
"13637",3906,3990,18156,18185
"13638",14226,13952,21473,13747
"13639",7224,6843,6698,6727
"13640",6892,7074,21512,6737
"13641",10211,10180,24023,23972
"13642",22829,22830,24603,23770
"13643",3210,3287,3511,3268
"13644",18413,5453,6496,6648
"13645",24504,21460,24791,24621
"13646",18108,4421,18037,18028
"13647",4421,4155,18037,18028
"13648",2915,3170,3423,3469
"13649",18250,18413,5050,18293
"13650",18108,18146,4633,4740
"13651",5784,5880,23384,22451
"13652",3906,3882,18156,3990
"13653",17878,17925,18037,4079
"13654",18009,17878,18037,4079
"13655",17855,3385,3882,3559
"13656",4421,4432,18037,4155
"13657",10322,22135,24061,23233
"13658",4286,4432,18138,18158
"13659",18036,4066,18012,18109
"13660",4432,18146,18138,4633
"13661",4591,18108,4633,4740
"13662",18009,4286,18053,17940
"13663",18158,4286,18053,18138
"13664",4286,3728,18053,17940
"13665",18146,18250,18138,4633
"13666",4591,4421,4633,18108
"13667",9353,9388,24732,9434
"13668",3728,4066,18053,17940
"13669",18250,4759,18138,4633
"13670",18009,18146,18138,4432
"13671",4354,18071,18109,18036
"13672",11657,11075,11562,19110
"13673",20873,8453,7190,20871
"13674",6188,5508,6942,6435
"13675",5616,18342,18439,5785
"13676",4066,4530,18109,4354
"13677",18538,18463,5594,6765
"13678",18000,3475,3628,3193
"13679",4505,4697,18374,18284
"13680",18553,6926,5692,6876
"13681",3773,3210,3511,3378
"13682",4752,4740,18247,18206
"13683",4752,4740,18206,18161
"13684",3046,3423,3559,17856
"13685",21013,4390,4554,4107
"13686",17913,4066,18012,18036
"13687",3014,17767,17692,17608
"13688",18435,18419,6648,6723
"13689",18403,6876,5692,5557
"13690",18391,18463,5594,18538
"13691",17220,1919,17305,17409
"13692",18068,21013,4107,18061
"13693",17575,2617,17717,2861
"13694",21003,4828,18128,18203
"13695",4671,18035,18136,18128
"13696",4406,3906,18156,18185
"13697",18206,5116,5146,18289
"13698",18000,3690,18066,3628
"13699",17928,18061,3905,18000
"13700",4107,18203,4319,4554
"13701",3984,4165,4251,4211
"13702",3287,3905,3511,3268
"13703",4441,4405,4276,4165
"13704",5187,18289,18261,5146
"13705",4752,18206,18261,18154
"13706",20223,20292,23092,16352
"13707",787,800,23555,21748
"13708",4595,5221,4656,4568
"13709",17890,3259,3463,3633
"13710",3576,3892,3431,3437
"13711",4183,4198,4077,3974
"13712",17750,17798,21499,21452
"13713",21003,4671,18128,4828
"13714",21790,21311,22872,22059
"13715",20962,18154,18136,4648
"13716",21003,20962,18136,4648
"13717",2618,17698,3423,17819
"13718",37,16947,17012,16952
"13719",3312,17733,17843,17878
"13720",17179,17223,17308,1880
"13721",23515,25083,25122,25095
"13722",4999,5370,5238,4839
"13723",17928,17827,17906,18000
"13724",5561,18408,21106,5110
"13725",3437,3297,3119,3431
"13726",17196,1860,17272,17306
"13727",9370,9405,22218,21182
"13728",17848,17803,17913,3701
"13729",5116,18247,18335,18289
"13730",4066,17957,17913,3701
"13731",3287,3773,3511,3905
"13732",18068,18061,3905,17890
"13733",4997,18203,4554,4549
"13734",18061,17928,3905,17890
"13735",17890,17928,3905,3287
"13736",1860,2071,17272,17306
"13737",2962,3287,3014,3268
"13738",16331,20360,20513,20478
"13739",3115,17653,17785,17725
"13740",17995,17891,3882,3385
"13741",3385,3046,17856,17855
"13742",6698,7165,6418,18565
"13743",4066,17907,17843,3701
"13744",4066,4285,18053,18158
"13745",2865,17531,17505,17596
"13746",18124,18005,21466,18067
"13747",3217,2957,17765,17685
"13748",5180,4888,18385,4756
"13749",11104,11159,24982,11096
"13750",5017,18208,4656,5057
"13751",4285,4286,18053,18158
"13752",4066,17907,18053,17940
"13753",3196,3635,17687,17878
"13754",95,77,16954,185
"13755",2071,17369,17277,17272
"13756",17804,17836,21466,17902
"13757",17705,3004,17625,17762
"13758",7516,7519,22460,7477
"13759",17957,4066,18036,18071
"13760",5146,4752,18261,5017
"13761",5116,18391,5594,18335
"13762",10602,10550,23233,22135
"13763",4888,4530,18295,18271
"13764",4530,18200,18271,18158
"13765",17907,4066,18012,17913
"13766",4286,4432,18158,4759
"13767",4631,4286,18158,4759
"13768",5057,5221,5179,5153
"13769",4066,4285,18158,4530
"13770",4285,4286,18158,4631
"13771",4530,4285,18158,4631
"13772",4285,4066,18053,3728
"13773",4286,4285,18053,3728
"13774",18538,6765,7432,6855
"13775",18413,6728,6686,5723
"13776",5180,4888,18295,18385
"13777",4759,18158,18240,18138
"13778",18250,4759,18240,18138
"13779",4530,4888,18295,18200
"13780",5089,5453,5280,18358
"13781",18240,4759,18358,18271
"13782",18463,6557,18465,18435
"13783",21863,22247,24200,23181
"13784",1763,1742,22874,1753
"13785",5453,18271,18385,18358
"13786",4888,18271,18295,18385
"13787",18578,7087,18636,18708
"13788",18480,18465,6980,6723
"13789",5180,5089,18385,5453
"13790",4756,4530,18271,4631
"13791",18413,5513,6686,6496
"13792",18465,18480,6980,7087
"13793",6569,5180,18419,18385
"13794",5453,5089,18385,18271
"13795",2618,2915,3423,2677
"13796",6569,5180,18385,5453
"13797",18358,4759,5048,5280
"13798",6728,18413,6686,6496
"13799",17335,17373,21472,17319
"13800",18413,5453,18385,18358
"13801",4759,18250,5048,4633
"13802",18538,7432,18588,18572
"13803",18636,6980,18572,7432
"13804",18146,4740,5050,4633
"13805",18708,7087,6980,8498
"13806",18578,7087,6980,18636
"13807",5089,4756,18385,18271
"13808",5089,5180,18385,4756
"13809",18465,18578,6980,18534
"13810",17695,3044,17745,17627
"13811",17751,2618,3423,17819
"13812",8453,9684,18851,20911
"13813",20879,20881,20911,8961
"13814",18465,7087,6980,18578
"13815",18385,6569,6648,18419
"13816",6557,18435,18480,18465
"13817",18480,6745,7087,18517
"13818",9684,11505,19052,8961
"13819",18697,18943,18848,8623
"13820",12105,19230,21110,12577
"13821",21077,21034,18578,7087
"13822",18289,5116,5454,18335
"13823",8498,18708,18871,18962
"13824",18413,5453,6648,18435
"13825",6557,18463,6648,18435
"13826",6715,6745,18480,18475
"13827",7190,20865,20867,18517
"13828",6715,18475,18480,18419
"13829",21034,7190,20867,18517
"13830",20881,8453,20911,8961
"13831",18475,18340,18480,18419
"13832",18413,18463,6648,6728
"13833",4526,4254,4585,18207
"13834",8453,8498,18871,9684
"13835",21077,8453,18680,21034
"13836",7087,8453,8498,18708
"13837",7432,8464,6926,18588
"13838",7435,7016,22060,7042
"13839",24182,11181,25101,24982
"13840",21280,11403,22724,22723
"13841",11657,11634,11075,19073
"13842",4096,18132,17978,18045
"13843",6958,6745,20865,7190
"13844",11215,11181,25101,24182
"13845",13562,13485,13633,13960
"13846",6958,20869,20870,7190
"13847",19089,11505,19052,9684
"13848",12356,11715,11587,19155
"13849",3046,17779,17855,3385
"13850",8453,21034,7190,20871
"13851",8453,18708,18851,18871
"13852",20871,21034,7190,20907
"13853",11666,11411,21343,11433
"13854",12105,21019,21110,19230
"13855",18480,6723,6980,7087
"13856",18222,4240,18120,18144
"13857",17751,2915,3423,2618
"13858",17819,3423,18011,3475
"13859",18151,17991,18045,4104
"13860",11443,11628,24615,11396
"13861",1742,1736,22874,1753
"13862",1778,1764,22874,1753
"13863",21033,20955,21110,12577
"13864",6745,18475,18517,18480
"13865",21034,18517,18578,7087
"13866",20873,8453,20874,7190
"13867",6569,6715,6723,18419
"13868",8464,7432,18770,18709
"13869",7402,21235,22873,22373
"13870",19155,11505,11587,11349
"13871",6557,18463,6855,6728
"13872",7432,8464,18588,18709
"13873",7057,8267,22873,7085
"13874",3860,3862,22903,3774
"13875",2741,3060,22987,21449
"13876",7190,20869,20870,20865
"13877",18419,6715,6723,18480
"13878",18435,18419,6723,18480
"13879",6557,18435,6723,18480
"13880",18480,18465,18578,7087
"13881",18465,6557,6723,18480
"13882",18517,18480,18578,7087
"13883",10322,10301,22544,10694
"13884",6728,6765,6686,5723
"13885",8498,18636,7432,6980
"13886",7190,21034,7087,18517
"13887",18864,11075,8619,8554
"13888",10332,10257,23341,23006
"13889",21235,7402,22873,21791
"13890",7085,8267,22873,21523
"13891",1778,1792,22874,1764
"13892",3060,3644,22987,21449
"13893",8453,21077,18708,7087
"13894",7087,21077,18708,18578
"13895",18465,6557,6980,6723
"13896",18636,7432,18572,18770
"13897",7577,21278,21552,7565
"13898",11405,11385,24049,22679
"13899",4740,18146,5050,18293
"13900",18538,7432,6926,18588
"13901",18709,18985,8679,18848
"13902",5453,6569,6648,18385
"13903",841,825,22875,22386
"13904",18463,18413,6648,18435
"13905",23287,21820,23600,23579
"13906",6557,18435,6648,6723
"13907",3457,3034,22846,3450
"13908",7396,22257,23522,23447
"13909",7976,8093,21695,21293
"13910",18391,5116,18293,18335
"13911",18538,6765,5594,6926
"13912",21514,21570,23136,23004
"13913",18413,5723,6686,5513
"13914",5453,18385,6648,18435
"13915",18391,18413,5050,5723
"13916",6728,18463,6855,6765
"13917",18247,4740,5050,18293
"13918",6805,6871,24175,6924
"13919",18463,18413,5723,6728
"13920",6651,22338,24731,23917
"13921",18465,6557,6855,6980
"13922",18463,6557,6855,18465
"13923",18848,18985,8679,19026
"13924",11165,18985,11075,11634
"13925",7497,18697,18771,18611
"13926",7108,7580,7492,7371
"13927",9842,9846,21868,9933
"13928",4999,5238,4651,4549
"13929",11431,11074,8571,18978
"13930",18588,18538,18519,6926
"13931",4783,18398,18343,4585
"13932",22495,12535,23337,22528
"13933",13509,21514,23004,21570
"13934",8498,18636,18770,7432
"13935",18709,8464,18864,18770
"13936",18708,18636,18770,8498
"13937",7465,18697,18848,8623
"13938",5557,18289,5454,18335
"13939",18709,18588,18623,6926
"13940",6855,18538,18572,7432
"13941",6980,6855,18572,7432
"13942",18463,18538,18572,6855
"13943",18465,18463,18572,6855
"13944",18534,18465,18572,6980
"13945",6980,18465,18572,6855
"13946",18623,6926,18519,18553
"13947",18174,18118,18191,4710
"13948",18463,18391,5723,18413
"13949",19067,11074,18978,18971
"13950",5116,18247,18293,18335
"13951",8464,18709,7465,6926
"13952",18943,19059,19026,11165
"13953",6981,6788,21512,6737
"13954",7585,10528,7631,24897
"13955",18553,7465,6876,18697
"13956",18156,17964,18011,18142
"13957",6926,18623,6876,18553
"13958",18467,7010,20964,7206
"13959",11074,19144,18971,19067
"13960",18623,6926,6876,7465
"13961",18342,5616,18467,18397
"13962",18206,5116,18289,18247
"13963",21369,5943,25073,24810
"13964",7465,18697,7497,6876
"13965",18553,18623,6876,7465
"13966",18397,5616,5146,18289
"13967",5616,18342,18289,18397
"13968",6727,7224,7165,6698
"13969",5121,4999,4742,4822
"13970",8799,23543,24546,23817
"13971",18250,4759,5048,18240
"13972",18289,18403,18335,5557
"13973",20962,18154,18261,18208
"13974",18403,5557,5454,18335
"13975",18463,6728,5723,6765
"13976",7181,7044,7406,8480
"13977",4828,18128,5044,4857
"13978",4464,4671,4857,18128
"13979",18335,5116,5454,5594
"13980",6079,6096,22548,6155
"13981",22103,22141,23674,22164
"13982",18403,18289,18397,5557
"13983",21915,22055,22500,22113
"13984",5616,18397,5146,5557
"13985",5557,18289,5146,5454
"13986",21503,21774,23489,22523
"13987",18413,18358,5048,5513
"13988",6601,6488,5232,5531
"13989",4740,18146,18293,18247
"13990",5280,18413,6496,5513
"13991",18391,5116,5594,18293
"13992",5723,18413,5050,5513
"13993",1053,933,22523,1144
"13994",21811,7519,22460,22027
"13995",6926,18519,5692,5594
"13996",18463,6765,5723,5594
"13997",18519,18553,5692,18403
"13998",4633,18250,5048,5050
"13999",6876,18553,18611,18504
"14000",6728,18413,6496,6648
"14001",18391,18463,5723,5594
"14002",18413,5513,5048,5050
"14003",6926,18553,5692,18519
"14004",18519,18391,5692,5594
"14005",18391,18519,5692,18403
"14006",18391,18403,5692,18335
"14007",18335,18403,5692,5454
"14008",18335,5594,5454,5692
"14009",9417,9483,24169,23246
"14010",18250,18240,5048,18358
"14011",4839,5370,6106,4961
"14012",11094,11037,23457,11070
"14013",5116,4740,5050,18247
"14014",18413,18391,5050,18293
"14015",18035,18128,21498,3917
"14016",18413,18250,5048,18358
"14017",17124,17089,22778,17149
"14018",18250,18413,5048,5050
"14019",18240,4759,5048,18358
"14020",22243,23413,24278,23430
"14021",7044,8480,8181,7406
"14022",19059,19068,11780,11190
"14023",18413,18358,5513,5280
"14024",18358,5280,5048,5513
"14025",18250,18146,5050,4633
"14026",18985,19026,19073,11634
